symbol	P5482_SR_01	P5482_SR_02	P5482_SR_05	P5482_SR_06	P5482_SR_08	P5482_SR_09	P5482_SR_10	P5482_SR_11	P5482_SR_12	P5482_SR_13	P5482_SR_14	P5482_SR_15
Ten1	3178	2122	1864	2060	2072	2562	1967	2418	1972	3211	2558	2827
Tenm1	0	0	0	0	0	11	0	3	0	9	0	5
Tenm2	5	3	0	0	0	0	3	0	0	4	0	4
Tenm3	0	0	1	0	0	0	0	1	1	5	2	5
Tenm4	61	86	67	50	43	5	31	27	78	34	75	23
Tent2	5141	5269	5794	3381	6244	3155	6027	2921	6567	5206	7822	5092
Tent4a	1002	1044	1052	944	990	543	815	786	1881	1495	1816	1206
Tent4b	1182	2966	1941	2589	2418	1990	2250	1953	2882	4980	3757	4596
Tent5a	6581	4207	6472	2469	5547	2119	4947	2548	6490	3443	7097	2937
Tent5b	25	3	1	0	2	0	0	0	5	8	9	1
Tent5c	1335	1041	1125	823	744	566	682	702	1229	851	1357	849
Tent5d	0	0	0	0	1	0	3	0	5	1	1	7
Tep1	7616	15742	11606	12110	17057	7541	14441	9267	12930	15957	20240	11688
Tepp	0	0	0	0	0	0	0	0	0	1	4	1
Tepsin	834	1200	1245	1344	1679	978	1370	1382	1474	2932	2114	2441
Terb1	0	2	0	0	4	0	5	1	3	9	5	6
Terb2	0	0	0	0	0	0	0	0	0	0	0	0
Terc	0	0	0	0	0	0	0	0	1	0	0	0
Terf1	1090	1111	914	1140	1526	726	1358	762	1139	1375	1660	1276
Terf2	1109	1944	1555	1744	2175	1233	1788	1280	1587	2288	2426	1923
Terf2ip	1163	1513	1341	1304	1301	1084	1096	1176	1075	2120	1614	1777
Tert	10	9	2	0	6	0	10	3	4	5	13	1
Tes	2826	3300	1564	3882	2315	4057	2186	3126	2405	8562	3010	8517
Tes3-ps	111	90	92	81	151	67	110	71	96	103	113	108
Tesc	7	3	5	0	4	0	4	0	1	8	10	4
Tescl	2	3	1	0	0	15	1	2	0	1	2	2
Tesk1	934	1813	1297	1419	1699	1219	1327	1464	2362	3436	3046	2169
Tesk2	303	870	524	526	668	613	597	521	450	1074	767	861
Tesmin	136	156	138	148	95	141	77	98	87	119	122	98
Tespa1	1	0	2	0	4	0	3	0	3	2	1	8
Tet1	23	40	49	27	29	11	40	10	34	16	36	9
Tet2	1715	3316	4763	3082	7775	1195	6944	1661	5081	4733	7252	4722
Tet3	3733	7265	7256	6964	9723	2414	8245	4393	7422	12725	12358	9390
Tex10	1403	1694	1341	1436	1828	1126	1722	1165	1697	1951	2380	1996
Tex101	5	16	16	0	10	8	10	6	13	15	17	12
Tex11	0	0	0	0	10	0	23	23	2	8	1	5
Tex12	12	3	4	44	17	0	17	2	28	8	9	3
Tex13a	0	0	0	0	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	9	0	0	0	0	1	0
Tex13c1	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c2	2	0	0	0	0	0	3	0	0	0	0	0
Tex13c3	0	0	0	0	0	0	0	0	0	0	0	0
Tex14	40	18	25	26	33	28	32	7	50	26	37	34
Tex15	25	132	59	50	32	44	48	44	44	80	51	55
Tex16	0	1	1	0	0	0	1	0	5	1	0	0
Tex19.1	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	0	0	0	0	1	0	0	0
Tex2	2119	3389	2165	2945	2434	2160	2049	2332	2443	5248	3616	3617
Tex21	0	0	0	0	2	0	0	0	0	1	0	0
Tex22	0	0	3	0	2	0	3	0	5	3	4	3
Tex24	3	0	0	0	0	0	0	0	1	1	0	1
Tex26	0	0	0	0	0	0	0	0	2	1	1	1
Tex261	5228	8258	5447	5635	6220	5553	4956	5941	5133	10833	7798	7534
Tex264	4889	4923	3867	4335	4481	4196	3723	4024	3538	6905	5321	5631
Tex28	0	0	0	0	0	0	0	0	0	0	0	0
Tex29	1	1	2	0	1	0	3	1	2	5	6	5
Tex30	505	384	213	304	351	371	322	287	343	512	398	575
Tex33	0	0	0	0	0	15	2	0	1	1	0	0
Tex35	0	0	0	6	0	0	0	0	0	0	0	0
Tex36	0	0	0	0	0	0	0	0	0	0	0	0
Tex37	0	0	0	0	0	0	0	0	0	0	0	0
Tex38	2	0	2	9	6	9	4	2	1	1	4	1
Tex43	0	0	0	0	4	0	1	0	0	0	0	0
Tex44	0	0	0	0	0	0	0	0	0	3	4	0
Tex45	0	0	0	0	2	0	2	0	0	0	0	2
Tex46	0	0	0	0	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	5	0	0	6	0	1	0
Tex48	0	1	2	0	1	0	2	0	4	0	1	1
Tex50	2	0	0	0	2	0	0	0	3	1	0	0
Tex52	3	6	2	0	7	0	1	2	5	3	6	3
Tex55	0	0	0	0	0	0	0	0	0	0	0	0
Tex9	120	273	210	211	314	83	282	122	227	196	309	203
Tfam	1871	1606	1516	1582	1772	1231	1778	1091	1627	1928	2308	1797
Tfap2a	35	15	4	11	5	0	10	4	12	5	6	5
Tfap2b	4	10	0	0	0	7	0	0	3	3	1	1
Tfap2c	0	0	0	0	0	0	0	0	1	0	5	0
Tfap2d	0	0	0	0	0	0	0	0	0	1	0	0
Tfap2e	0	0	0	0	3	0	0	0	0	0	0	1
Tfap4	724	524	484	259	509	214	450	235	344	160	601	99
Tfb1m	751	588	457	456	529	335	480	328	505	516	737	385
Tfb2m	880	1126	1000	1280	1243	1009	1119	755	1174	1693	1504	1635
Tfcp2	392	706	658	715	812	370	723	560	548	962	946	787
Tfcp2l1	110	14	18	0	8	29	8	4	23	9	5	16
Tfdp1	3293	4190	2241	4050	3829	2760	3559	2899	3830	5735	4780	5119
Tfdp2	1089	2614	1357	1491	1895	1373	1723	1338	1506	3037	2839	2212
Tfe3	4410	8486	6019	5980	7344	5165	5861	5865	5945	12325	8943	10458
Tfeb	2117	2364	2210	2228	2983	1709	2434	1771	1793	3338	3191	2364
Tfec	1314	2392	2281	2405	2811	2078	2641	2025	2989	3918	3712	4155
Tff1	0	2	0	0	0	0	0	0	0	0	0	0
Tff2	0	0	0	0	0	0	0	0	0	0	0	0
Tff3	12	6	21	0	0	0	0	3	22	3	0	4
Tfg	2572	4841	3464	3996	4331	3421	4036	3299	4752	6271	5700	6017
Tfip11	2050	4326	3078	3828	3457	2866	2876	3290	2900	6782	4700	4863
Tfpi	998	1278	1243	1105	1594	891	1376	615	1191	1298	1745	1262
Tfpi2	9	7	4	0	3	8	7	0	3	2	2	3
Tfpt	1794	1451	1203	1518	1623	1627	1362	1360	1405	2274	1932	1905
Tfr2	10	6	4	0	4	0	7	1	3	8	12	11
Tfrc	6240	4712	4594	5350	4544	2377	4445	2496	4514	3600	5190	3806
Tg	3	30	8	45	11	10	3	28	10	30	20	21
Tgds	931	1042	890	907	1084	983	1046	854	985	1560	1307	1474
Tgfa	1	0	0	0	0	7	0	4	1	1	0	3
Tgfb1	17171	20146	13274	13336	13424	10393	10733	14799	13209	24535	21945	16286
Tgfb1i1	50	16	92	27	59	15	88	23	97	81	89	69
Tgfb2	7	1	3	0	2	5	6	0	10	3	3	2
Tgfb3	109	45	30	12	76	58	44	35	19	52	53	53
Tgfbi	28905	54612	15884	35858	15872	36751	12682	37491	8787	42305	16608	26847
Tgfbr1	3726	8437	5193	7674	7247	5187	6665	5623	6042	8315	8991	6809
Tgfbr2	4648	6684	8745	3555	5952	3292	5042	3660	5593	6711	10496	4244
Tgfbr3	3	40	20	34	57	11	41	25	60	76	72	53
Tgfbr3l	35	42	149	39	151	14	145	25	84	53	96	60
Tgfbrap1	2176	3796	3449	3018	3564	1958	3062	2394	3042	5408	4988	4166
Tgif1	2691	3237	3031	5198	3320	2318	2832	2937	4005	6420	4521	6780
Tgif1-ps	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2	20	27	28	40	73	28	58	18	51	35	54	29
Tgif2-ps1	0	0	0	0	0	0	2	0	0	0	0	0
Tgif2-ps2	0	0	3	0	4	0	0	2	0	2	2	1
Tgif2lx1	0	0	0	0	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0	0	0	0	0
Tgm1	176	118	98	56	76	108	69	105	55	186	85	92
Tgm2	2878	8965	1756	18691	1190	16490	1011	16681	1027	35030	898	30519
Tgm3	15	7	5	0	1	7	5	1	4	6	5	8
Tgm4	49	67	36	0	57	16	46	44	60	81	95	99
Tgm5	0	8	3	0	2	0	1	5	11	8	17	1
Tgm6	1	3	1	0	2	0	2	0	4	0	1	4
Tgm7	0	0	0	11	2	0	4	0	1	5	0	4
Tgoln1	9087	12994	11508	11842	11805	9754	10981	9548	12922	23336	15531	23456
Tgs1	2100	2674	3199	1867	3592	1240	3401	1441	3422	2769	3881	2693
Tgtp1	37	12	70	0	25	0	31	4	57	7	32	4
Tgtp2	871	130	1440	44	718	59	721	45	1761	19	674	24
Th	0	0	0	0	0	0	0	0	0	0	0	0
Tha1	1015	568	782	430	1033	224	820	294	583	215	949	144
Thada	799	1114	818	1301	930	649	770	639	943	1420	1440	1292
Thap1	542	401	371	348	393	340	382	298	428	602	636	595
Thap11	1260	2021	1287	1581	1430	1683	1259	1683	1241	2693	1825	2074
Thap12	1337	2372	1611	2144	1646	1368	1549	1357	1411	2578	1808	2178
Thap2	509	923	748	1028	1093	542	1013	711	982	1361	1360	1361
Thap3	912	913	1013	1154	1465	896	1255	918	931	1116	1377	959
Thap4	637	776	555	710	625	729	573	631	457	1079	860	770
Thap6	771	1337	875	1747	905	1266	802	1287	947	5099	1204	4292
Thap7	1269	1023	839	961	916	1055	748	960	878	1662	1186	1303
Thap8	17	27	50	37	36	22	49	18	19	54	43	50
Thbd	551	1541	716	1994	1018	1457	910	1633	441	5328	974	3525
Thbs1	3259	32097	2373	78192	1304	94953	1191	98408	1659	408429	1798	306617
Thbs2	1	3	0	0	0	0	2	0	2	0	5	4
Thbs3	35	143	52	90	66	50	30	102	52	142	76	137
Thbs4	2	3	0	13	0	6	1	0	2	1	0	0
Theg	0	0	0	0	0	0	0	0	3	0	1	2
Thegl	1	3	3	0	4	0	0	3	0	3	0	2
Them4	314	292	258	492	327	255	294	217	475	559	537	643
Them5	0	0	0	0	0	0	0	0	0	0	0	0
Them6	193	184	109	298	109	185	86	181	156	232	185	150
Them7	0	0	0	0	0	21	0	0	5	0	0	0
Themis	5	0	0	0	0	0	3	0	4	2	0	0
Themis2	6987	7745	12278	3911	12948	3287	10857	4125	11375	7057	15247	5698
Themis3	5	0	6	0	0	0	3	0	1	0	0	3
Thg1l	1119	701	636	610	718	613	710	431	799	758	956	736
Thnsl1	350	556	293	316	344	310	347	316	291	502	414	441
Thnsl2	84	83	59	23	83	83	68	41	77	49	98	52
Thoc1	1631	1890	1688	2112	2469	1424	2261	1332	2193	2939	2961	2933
Thoc2	6037	6358	7133	6248	11281	4562	10164	4582	8005	9341	10929	9616
Thoc2l	1219	618	558	944	1089	706	868	693	822	1174	1014	1175
Thoc3	3030	1934	1449	1681	1695	1329	1323	1434	1451	2232	2131	1710
Thoc5	2459	2988	1973	3003	2709	2162	2374	2256	2655	3387	3368	2878
Thoc6	2123	1629	1029	1461	1542	1820	1350	1500	1736	2794	2099	2233
Thoc7	1011	1091	786	847	1248	823	1168	667	931	1175	1344	1086
Thop1	1290	1539	736	1201	1255	1054	904	1203	822	1558	1583	1130
Thpo	0	1	0	0	0	0	1	0	4	0	0	0
Thra	652	2289	1369	1313	1677	1204	1338	1328	824	1586	1601	1024
Thrap3	7176	14463	10325	13744	13698	7173	11752	9078	13233	20002	18194	16938
Thrb	26	35	17	11	11	11	8	7	16	5	16	9
Thrsp	0	0	6	0	7	16	3	3	5	5	2	1
Thsd1	151	290	93	132	294	230	244	256	239	551	437	309
Thsd4	2	7	3	12	0	3	0	8	1	22	11	18
Thsd7a	3	0	0	0	1	6	2	9	4	3	4	6
Thsd7b	2	0	0	0	1	0	1	0	4	1	1	6
Thtpa	248	475	381	443	327	298	327	267	342	682	480	566
Thumpd1	3364	3310	2635	3419	3382	2314	2995	2093	2858	3502	3840	3381
Thumpd2	505	229	342	141	418	111	389	133	430	166	572	190
Thumpd3	1878	2009	2113	1569	2208	1525	2106	1404	2200	2382	2840	2465
Thy1	3	1	0	10	0	10	0	18	5	1	1	0
Thyn1	2224	2362	1657	1982	2281	1727	2204	1719	2086	2489	2920	2378
Tia1	1253	2008	2329	2630	3604	1404	3317	1615	2999	4154	3979	4187
Tiaf2	28	3	2	0	27	15	9	5	2	12	12	4
Tial1	3018	4716	4909	3848	6973	2623	6115	3578	5362	6604	8102	6032
Tiam1	1474	7081	1633	5035	3542	3210	2913	4309	2905	13824	4820	7984
Tiam2	63	168	86	303	93	80	104	168	98	510	143	456
Ticam1	877	1551	1274	839	1626	1214	1326	1225	1467	2489	2190	2050
Ticam2	1399	3691	3024	3631	2809	2724	2565	2793	3203	5155	4092	4578
Ticrr	434	1343	601	1109	1147	374	1022	744	786	1575	1553	992
Tie1	10	2	2	0	1	7	0	7	4	0	12	2
Tifa	3871	4310	5200	2154	4631	2632	4292	2293	4256	3670	5361	3921
Tifab	1844	7252	3728	3849	5602	4472	5041	5101	3538	8810	5592	6670
Tigar	633	545	330	716	472	513	404	490	675	1027	596	1013
Tigd2	1604	1872	1368	1587	1896	1374	1628	1194	1968	2193	2433	2294
Tigd3	55	38	23	24	54	39	34	35	91	120	73	67
Tigd4	0	3	0	0	3	0	0	0	0	0	3	2
Tigd5	129	175	103	138	106	102	96	103	66	245	139	148
Tigit	2	0	0	0	3	10	0	0	1	3	2	0
Timd2	5	0	0	0	0	0	0	0	0	0	0	0
Timd4	8	1	3	0	2	0	4	0	7	1	1	4
Timeless	1527	1099	757	951	1959	616	1506	758	1781	1396	2422	867
Timm10	974	518	494	506	381	522	427	411	593	733	529	665
Timm10b	439	324	396	361	513	337	455	346	492	554	616	447
Timm13	7785	3415	2118	4100	2997	4356	2521	4098	3127	4783	3351	4043
Timm17a	2933	2229	1549	2123	2080	2069	2110	1909	2312	3397	2558	3458
Timm17b	2124	1376	945	845	1211	1373	1135	1171	961	1572	1395	1169
Timm21	1014	995	1073	921	1166	886	1136	668	1160	1394	1584	1261
Timm22	2247	1613	1136	1328	1324	1646	1222	1277	1053	1800	1413	1667
Timm23	2953	2147	1458	2477	1914	2302	1750	1750	2594	3518	2878	3335
Timm29	1776	2892	2057	2484	2123	2314	1739	1784	1944	3952	2630	3044
Timm44	3287	3467	3057	2870	4203	3021	3961	2807	3133	4907	4970	4406
Timm50	3716	2639	1408	2973	2182	2513	1886	2520	2122	3554	2755	3024
Timm8a1	556	271	136	242	187	226	179	211	281	319	339	327
Timm8a2	1	1	0	0	2	0	1	1	0	2	4	4
Timm8b	2851	1166	1167	912	1171	1350	1075	916	1254	1805	1568	1760
Timm9	500	463	495	659	666	320	629	299	564	541	799	539
Timmdc1	1239	914	893	1152	1002	1127	931	804	1110	1588	1346	1393
Timp1	80	55	38	140	48	78	51	62	66	117	52	111
Timp2	24638	38630	24683	24357	23152	28488	19364	28346	11979	34019	21197	19871
Timp3	119	39	3	9	1	0	2	1	10	3	3	4
Timp4	2	0	0	0	0	2	8	0	0	0	3	2
Tinag	2	8	0	0	0	0	0	0	1	2	0	0
Tinagl1	5	7	12	27	7	21	4	6	6	8	4	12
Tinf2	1124	1468	997	1602	1478	1388	1312	1199	1202	2787	1816	2380
Tiparp	2046	2246	1562	2259	1570	1551	1612	1624	2108	4079	2202	4369
Tipin	1755	1070	609	1122	1184	917	1103	767	841	1566	1232	1383
Tiprl	2598	2323	1804	2197	2479	2117	2476	1729	2014	3230	2851	3285
Tirap	1109	1733	1243	1862	1918	1374	1762	1331	1678	4035	2367	3501
Tjap1	774	1280	1034	1482	1303	942	1029	966	1201	2324	1849	1789
Tjp1	38	7	4	0	3	26	6	1	0	2	0	7
Tjp2	1054	2444	864	4402	1475	1907	1176	2183	1783	7875	2504	5989
Tjp3	723	1279	768	629	1206	766	961	831	736	1108	1411	627
Tk1	5269	4407	1757	3447	3837	2843	3577	2940	2993	4548	4340	3885
Tk2	2996	2964	2801	1712	2738	1889	2225	1731	2051	2471	2966	1831
Tkfc	853	854	886	844	983	708	805	743	782	1362	1330	973
Tkt	31712	32930	16229	18644	23730	28007	18486	27682	25158	46515	37095	34732
Tktl1	0	18	5	22	21	21	7	16	21	70	14	41
Tktl2	0	0	0	0	0	0	0	0	2	1	0	0
Tlcd1	142	225	173	95	310	128	294	198	399	809	459	771
Tlcd2	268	264	270	262	318	237	261	250	301	442	268	473
Tlcd4	5	0	0	0	1	0	2	0	1	3	0	2
Tlcd5	1	0	0	0	0	0	0	3	0	0	0	0
Tldc2	2	16	10	0	16	0	21	11	19	43	26	40
Tle1	692	1139	637	611	1578	516	1243	613	1379	1136	2233	702
Tle2	81	167	177	463	395	99	312	160	325	557	478	464
Tle3	2098	5153	3240	4849	3339	2817	2581	3829	2485	7417	4035	4462
Tle4	2456	3261	2445	2758	3141	2157	2417	2346	2893	5539	4219	4387
Tle5	24101	23528	14261	16425	16782	21026	14171	21440	15887	32901	22886	22839
Tle6	534	727	726	519	908	341	704	447	573	517	927	439
Tle7	0	0	0	0	0	0	0	0	0	4	0	1
Tlk1	3237	4781	4305	3915	4623	2348	4269	3066	4950	6848	7078	6070
Tlk2	1689	2390	1996	2516	2408	1520	2165	1723	2907	3993	3444	3580
Tll1	0	0	0	0	6	0	5	0	0	0	1	1
Tll2	2	0	0	0	1	20	0	0	4	2	0	0
Tln1	27945	67182	41386	53483	54545	29367	42239	43128	50507	108930	81734	75432
Tln2	12	34	33	24	30	36	21	7	39	55	48	23
Tlnrd1	1884	2928	2137	2583	2161	1881	1797	2189	2367	5810	3715	4242
Tlr1	2245	1145	3029	725	4555	536	4315	561	3157	753	4068	805
Tlr11	14	12	55	0	28	0	38	3	28	3	42	0
Tlr12	3	3	2	0	2	6	0	0	0	0	1	0
Tlr13	6508	10359	10478	9217	14889	5983	14561	6218	9750	12939	13995	15442
Tlr2	4417	6127	5421	4863	5335	6558	5157	6216	7876	19085	7919	29600
Tlr3	772	1162	1193	1066	1124	777	1134	666	1870	1152	1592	995
Tlr4	3565	7105	6378	7549	8471	4422	8052	4695	7812	14162	9253	15909
Tlr5	111	411	129	436	67	279	74	420	43	458	86	328
Tlr6	1481	1627	1967	1498	1951	887	1989	1165	1861	2449	2476	2568
Tlr7	7864	10210	16553	5683	17490	5134	17048	5453	13765	8348	20116	9161
Tlr8	1490	8824	9670	5387	9726	4096	9722	4400	7387	10451	10661	10014
Tlr9	1203	1596	2080	356	1899	194	1389	445	1438	225	2597	129
Tlx1	0	1	0	0	1	0	0	0	0	0	0	1
Tlx1os	0	0	0	0	0	0	0	0	0	0	1	1
Tlx2	0	0	0	0	2	0	0	0	0	0	1	0
Tlx3	0	0	0	0	0	0	0	0	0	2	0	0
Tm2d1	2080	1399	1248	1559	1305	1470	1324	1171	1345	2044	1675	1992
Tm2d2	4057	4146	3054	2904	3703	3771	3390	3510	3120	5811	4511	4674
Tm2d3	1697	1285	911	976	1187	1181	1052	1054	1125	1743	1324	1640
Tm4sf1	3	0	1	25	7	16	0	0	14	19	17	38
Tm4sf19	152	502	240	962	442	250	442	252	334	324	326	350
Tm4sf20	7	2	6	12	7	11	6	17	20	17	6	12
Tm4sf4	0	0	0	0	0	0	0	0	1	1	0	1
Tm4sf5	41	58	84	24	46	44	34	55	44	65	62	38
Tm6sf1	3411	5455	5470	4731	5385	3627	4947	3823	3642	7217	5463	5909
Tm6sf2	12	12	4	0	13	12	12	4	7	12	11	6
Tm7sf2	1439	949	698	223	870	950	755	925	1100	2327	1483	2032
Tm7sf3	2486	1979	1795	1282	1750	1196	1373	1464	1723	1641	2610	1256
Tm9sf1	3472	4557	2901	3714	3368	3670	2896	3366	3349	6487	5123	4727
Tm9sf2	8690	11617	9685	8073	10032	7084	9149	7404	9684	14219	15188	12444
Tm9sf3	13676	19741	13575	16462	17040	14861	15649	13575	16753	28551	23170	26051
Tm9sf4	4047	6223	4782	5683	5392	3763	4333	4140	5753	7935	7647	6948
Tma16	541	526	388	539	656	442	550	467	905	873	875	1299
Tma7	12207	7384	6368	7208	7103	9316	6927	6384	6387	9124	8093	7988
Tma7-ps	226	158	174	149	170	220	179	138	130	186	183	173
Tmbim1	3378	7953	3120	8672	4231	7582	3426	7150	3554	13368	5353	10440
Tmbim4	4660	3257	2699	2894	3340	3468	3109	2755	2974	5204	3874	4724
Tmbim6	37227	36526	30074	27538	26836	28343	21392	27600	30788	51886	40037	39185
Tmbim7	0	0	3	0	0	0	1	2	2	0	3	0
Tmc1	6	5	1	0	7	3	2	0	4	4	8	12
Tmc2	0	0	0	0	0	1	1	0	1	3	0	1
Tmc3	8	16	32	29	42	0	25	2	44	17	33	50
Tmc4	66	118	148	196	309	47	205	134	199	360	302	329
Tmc4-ps	0	0	0	0	0	0	0	0	2	1	0	0
Tmc5	5	1	0	0	0	1	3	2	13	2	2	3
Tmc6	1512	2387	1407	2748	1960	2421	1646	2745	1944	6872	2766	4889
Tmc7	10	0	0	0	0	1	1	3	4	3	1	3
Tmc8	477	831	505	559	629	567	572	738	564	2480	935	1628
Tmcc1	1710	2027	1931	2106	2328	2166	1867	1806	1799	4468	2502	4123
Tmcc2	566	1148	548	843	889	714	694	609	580	948	907	654
Tmcc3	1743	1298	2630	677	1908	626	1646	697	1704	1845	1913	1504
Tmcc3os	12	8	12	29	11	12	4	1	12	7	17	2
Tmco1	6525	5230	4894	3884	5457	4821	5205	3896	4785	6711	6282	6293
Tmco2	0	0	1	0	0	0	0	0	0	0	0	0
Tmco3	1866	2857	2124	2273	2577	2209	2173	1966	2222	3781	3162	3022
Tmco4	1049	1567	1108	894	972	748	821	950	1147	1796	1595	1270
Tmco5	0	0	0	0	0	0	0	0	2	0	0	2
Tmco5b	0	0	0	0	0	0	0	0	0	0	0	0
Tmco6	1143	714	861	441	1195	542	934	508	898	1168	1318	1080
Tmdd1	0	0	0	0	0	0	0	0	3	4	0	0
Tmed1	988	781	410	616	574	789	481	596	542	891	704	700
Tmed10	21681	29138	15219	23441	19572	24019	16952	22661	21925	42659	27502	35271
Tmed10-ps	344	452	353	421	349	486	332	405	376	714	524	628
Tmed11	0	0	0	0	0	0	0	0	1	2	0	0
Tmed2	10419	8538	6226	7756	7286	8076	6776	7192	9489	13835	10450	13904
Tmed3	5812	3370	2857	2236	2819	3096	2634	2951	3158	4025	3876	3747
Tmed4	3866	4390	3183	4038	3701	3886	3473	3455	3533	5986	4464	5073
Tmed5	4649	8181	3726	8001	6227	7428	6109	6756	7344	13047	7655	15678
Tmed6	0	0	0	8	1	0	0	0	0	0	2	0
Tmed7	6204	10089	7983	9114	9338	8010	8556	7436	9785	14845	12500	14231
Tmed8	1384	2166	1954	1755	2281	1029	2095	1641	2577	3411	3632	3033
Tmed9	12338	11188	7557	9454	9160	10348	7909	9171	11147	17003	12646	14957
Tmeff1	3	5	0	28	7	11	0	8	11	14	4	17
Tmeff2	2	0	0	0	2	0	1	0	7	2	1	2
Tmem100	7	27	2	0	5	22	11	9	7	10	7	14
Tmem101	906	800	763	759	805	740	617	738	838	1355	1105	1107
Tmem102	8	11	14	0	12	4	9	3	13	3	12	3
Tmem104	3292	7349	4720	6811	4657	3671	3739	5642	4648	12124	7386	8154
Tmem106a	21816	17552	20920	11245	20884	9418	17400	10454	18016	14867	24561	13187
Tmem106b	3806	7008	7062	5308	7532	4237	7251	3995	6714	8603	9411	8371
Tmem106c	2411	2556	2114	1554	2387	1905	2155	1745	1686	2386	2644	1852
Tmem107	450	331	196	260	316	300	275	228	218	390	354	318
Tmem108	4	1	0	0	0	9	0	0	3	1	0	1
Tmem109	5718	6601	2816	5378	3831	5770	3036	5834	4802	11504	6535	7957
Tmem11	1743	1507	1028	1589	1290	1470	1099	1252	1414	2358	1754	1825
Tmem114	9	4	8	0	4	0	2	0	2	0	3	2
Tmem115	1693	2503	1720	2317	1603	1955	1330	2201	1758	4415	2659	3081
Tmem116	87	133	248	207	318	74	287	98	293	203	318	127
Tmem117	16	3	8	0	1	0	2	0	2	1	9	3
Tmem119	33	27	5	0	10	73	16	48	18	70	11	97
Tmem120a	3761	2455	1870	3291	2120	2646	1766	2569	2188	4018	3065	3364
Tmem120b	264	305	235	415	304	298	215	356	440	780	476	731
Tmem121	3	7	0	0	4	0	0	0	0	2	0	0
Tmem121b	12	2	7	0	13	0	7	2	0	5	5	1
Tmem123	7529	13777	8398	9173	9774	10556	9432	8745	9863	18440	12399	18528
Tmem125	0	0	0	0	1	0	2	0	0	0	0	0
Tmem126a	1623	1411	921	1170	1368	1269	1360	1089	1358	1844	1649	1871
Tmem126b	2238	2299	2101	2120	2590	1734	2335	1503	1783	2595	2571	2452
Tmem127	3193	6606	6001	4769	5864	4097	5128	4835	5276	11869	7819	9155
Tmem128	3289	2034	1880	2038	2095	1932	1979	1660	2271	3510	2668	3419
Tmem129	1023	1712	942	1435	1208	1478	990	1286	1252	3185	1566	2514
Tmem130	0	2	3	0	2	0	2	0	5	5	3	2
Tmem131	1952	6383	4311	5054	4661	2581	3872	3773	4637	8854	7866	6486
Tmem131l	1703	3417	2345	2669	3233	1879	2807	2535	2438	5054	4364	3771
Tmem132a	715	819	603	1049	665	1004	449	1426	821	5277	802	4558
Tmem132b	7	1	0	0	0	0	3	2	1	4	0	0
Tmem132c	0	0	0	0	0	0	1	0	0	1	2	0
Tmem132cos	0	0	0	0	0	0	0	0	0	1	0	0
Tmem132d	0	0	0	0	0	2	0	0	0	1	0	4
Tmem132e	3	0	0	0	0	0	9	0	1	0	0	0
Tmem134	4134	3467	2616	3402	3192	2839	2723	2833	2542	5140	3697	3956
Tmem135	3492	3366	3453	2288	4977	2010	4158	2009	4827	4350	6883	4051
Tmem138	341	336	254	354	337	249	256	266	301	439	348	395
Tmem139	6	1	2	18	3	0	3	1	0	1	1	1
Tmem140	715	947	1497	746	1659	418	1494	559	1402	863	1811	826
Tmem141	2667	1378	1504	1074	1486	1545	1280	1133	1048	1586	1625	1265
Tmem143	526	870	652	777	908	574	754	640	695	1056	1209	768
Tmem144	1323	1509	2091	1131	2638	764	2369	755	2039	1230	3169	1031
Tmem145	0	2	2	0	1	0	0	0	1	1	0	0
Tmem147	4131	2385	1547	2635	1957	2691	1785	2055	2038	3195	2302	2708
Tmem147os	32	90	88	60	116	55	122	41	52	89	116	97
Tmem14a	190	196	264	180	215	131	197	123	135	198	244	181
Tmem14c	11128	6692	4540	6589	4876	7777	4706	6295	6030	10527	7246	9893
Tmem150a	173	118	151	54	161	13	143	106	178	140	259	132
Tmem150b	140	497	295	456	514	312	413	292	302	452	452	400
Tmem150c	0	0	0	0	0	22	4	0	0	1	3	0
Tmem150cos	0	0	0	0	0	0	0	0	1	0	0	0
Tmem151a	67	16	24	40	36	12	11	11	50	128	53	83
Tmem151b	0	0	0	0	0	0	3	0	8	0	1	2
Tmem154	10148	6087	10585	4845	6726	4091	6098	4237	7181	9342	10657	7277
Tmem156	788	740	712	464	888	644	806	568	692	1044	1008	916
Tmem158	1573	281	161	267	414	112	220	142	327	152	341	80
Tmem159	1565	1831	1422	1333	1834	1710	1600	1535	1493	2523	2096	2034
Tmem160	4540	2259	1296	1892	1786	3190	1518	2642	1923	3325	2436	2624
Tmem161a	949	1616	1101	1489	1520	1188	1276	1148	1284	2423	2111	2022
Tmem161b	846	857	798	825	1188	544	1024	563	914	1252	1199	1216
Tmem163	5	0	0	30	7	2	9	1	2	6	2	4
Tmem164	5011	11111	7265	8402	9036	5834	7493	6813	8114	14594	12126	11817
Tmem165	2568	2994	2359	2643	2612	2459	2420	2279	2856	5082	3821	4632
Tmem167	4334	3870	2925	3607	3598	4140	3570	3232	3960	6729	4566	7326
